script,line,action,cre_or_group,reference_kind,cre_available
BDCUT41.BCS,149,CreateCreature,BDCRUS53,cre,1
BDCUT41.BCS,150,CreateCreature,BDCRUX40,cre,1
BDCUT41.BCS,151,CreateCreature,BDLEOPAS,cre,1
BDCUT41.BCS,155,CreateCreature,BDCRUS54,cre,1
BDCUT41.BCS,156,CreateCreature,BDCRUS48,cre,1
BDCUT41.BCS,157,CreateCreature,BDCRUS49,cre,1
BDCUT41.BCS,158,CreateCreature,BDMALDE2,cre,1
BDCUT41.BCS,159,CreateCreature,BDVALIS,cre,1
BDCUT41.BCS,162,CreateCreature,BDCRUS46,cre,1
BDCUT41.BCS,163,CreateCreature,BDCRUS51,cre,1
BDCUT41.BCS,164,CreateCreature,BDCRUS52,cre,1
BDCUT41.BCS,165,CreateCreature,BDCRUX41,cre,1
BDCUT41.BCS,166,CreateCreature,BDCRUS47,cre,1
BDCUT41.BCS,167,CreateCreature,BDCRUW44,cre,1
BDCUT41.BCS,168,CreateCreature,BDCRUC43,cre,1
BDCUT41.BCS,169,CreateCreature,BDDELTON,cre,1
BDCUT41.BCS,172,CreateCreature,BDCORINT,cre,1
BDCUT41.BCS,175,CreateCreature,BDCRUE41,cre,1
BDCUT41.BCS,176,CreateCreature,BDCRUE44,cre,1
BDCUT41.BCS,177,CreateCreature,BDCRUE42,cre,1
BDCUT41.BCS,178,CreateCreature,BDCRUC44,cre,1
BDCUT41.BCS,179,CreateCreature,BDSALLO2,cre,1
BDCUT41.BCS,180,CreateCreature,BDCRUW43,cre,1
BDCUT41.BCS,181,CreateCreature,BDFAMARI,cre,1
BDCUT41.BCS,184,CreateCreature,BDDREON2,cre,1
BDCUT41.BCS,185,CreateCreature,BDCRUR40,cre,1
BDCUT41.BCS,186,CreateCreature,BDCRUR43,cre,1
BDCUT41.BCS,187,CreateCreature,BDCRUR42,cre,1
BDCUT41.BCS,188,CreateCreature,BDCRUR40,cre,1
BDCUT41.BCS,189,CreateCreature,BDCRUR42,cre,1
BDCUT41.BCS,190,CreateCreature,BDCRUR43,cre,1
BDCUT41.BCS,191,CreateCreature,BDCRUR41,cre,1
BDCUT41.BCS,192,CreateCreature,BDCRUC42,cre,1
BDCUT41.BCS,193,CreateCreature,BDCRUR43,cre,1
BDCUT41.BCS,194,CreateCreature,BDCRUR41,cre,1
BDCUT41.BCS,195,CreateCreature,BDZARE,cre,1
BDCUT41.BCS,202,CreateCreature,BDCCSOL3,cre,1
BDCUT41.BCS,204,CreateCreature,BDCCOFF2,cre,1
BDCUT41.BCS,206,CreateCreature,BDCCCLE1,cre,1
BDCUT41.BCS,208,CreateCreature,BDCCREC2,cre,1
BDCUT41.BCS,210,CreateCreature,BDCCMAG1,cre,1
BDCUT41.BCS,212,CreateCreature,BDCCSOL1,cre,1
BDCUT41.BCS,215,CreateCreature,BDCCREC3,cre,1
BDCUT41.BCS,219,CreateCreature,BDCCOFF1,cre,1
BDCUT41.BCS,222,CreateCreature,BDCCSOL2,cre,1
BDCUT41.BCS,225,CreateCreature,BDCCSOL5,cre,1
BDCUT41.BCS,228,CreateCreature,BDCCSAR1,cre,1
BDCUT41.BCS,231,CreateCreature,BDCCKOB1,cre,1
BDCUT41.BCS,234,CreateCreature,BDCCSOL4,cre,1
BDCUT41.BCS,237,CreateCreature,BDCCARC1,cre,1
BDCUT41.BCS,240,CreateCreature,BDCCMAG2,cre,1
BDCUT41.BCS,243,CreateCreature,BDCCREC1,cre,1
BDCUT41.BCS,246,CreateCreature,BDCCHOB2,cre,1
BDCUT41.BCS,249,CreateCreature,BDCCHOB1,cre,1
BDCUT41.BCS,252,CreateCreature,BDCCOGR1,cre,1
BDCUT41.BCS,260,CreateCreature,BDCAELAR,cre,1
BDCUT41.BCS,261,CreateCreature,BDDARNAS,cre,1
BDCUT41.BCS,262,CreateCreature,BDAHDREK,cre,1
BDCUT41.BCS,264,CreateCreature,CUTSPY,cre,1
BDCUT41.BCS,265,CreateCreature,BDHEPHER,cre,1
BDCUT42.BCS,8,CreateCreature,CUTSPY,cre,1
BDCUT42.BCS,17,CreateCreature,BDFORCW1,cre,1
BDCUT42.BCS,19,CreateCreature,BDFORCW2,cre,1
BDCUT42.BCS,21,CreateCreature,BDFORCW3,cre,1
BDCUT42.BCS,23,CreateCreature,BDFORCW4,cre,1
BDCUT42.BCS,25,CreateCreature,BDFORCW5,cre,1
BDCUT42.BCS,27,CreateCreature,BDAHDREK,cre,1
BDCUT42.BCS,29,CreateCreature,BDFORCW6,cre,1
BDCUT42.BCS,31,CreateCreature,BDDAGF35,cre,1
BDCUT42.BCS,32,CreateCreature,BDFIST35,cre,1
BDCUT42.BCS,33,CreateCreature,BDDAGF37,cre,1
BDCUT42.BCS,34,CreateCreature,BDDAGF36,cre,1
BDCUT42.BCS,35,CreateCreature,BDDAGF38,cre,1
BDCUT42.BCS,36,CreateCreature,BDFIST38,cre,1
BDCUT42.BCS,37,CreateCreature,BDFIST36,cre,1
BDCUT42.BCS,38,CreateCreature,BDDELANC,cre,1
BDCUT42.BCS,39,CreateCreature,BDHENSLE,cre,1
BDCUT42.BCS,41,CreateCreature,BDWARMA1,cre,1
BDCUT42.BCS,43,CreateCreature,BDWARMA2,cre,1
BDCUT42.BCS,45,CreateCreature,BDWARMA3,cre,1
BDCUT42.BCS,47,CreateCreature,BDCLOVI2,cre,1
BDCUT42.BCS,48,CreateCreature,BDDAGFX3,cre,1
BDCUT42.BCS,49,CreateCreature,BDMORLI2,cre,1
BDCUT42.BCS,50,CreateCreature,BDDAGF31,cre,1
BDCUT42.BCS,51,CreateCreature,BDDAGF30,cre,1
BDCUT42.BCS,52,CreateCreature,BDDAGF30,cre,1
BDCUT42.BCS,53,CreateCreature,BDHESTE2,cre,1
BDCUT42.BCS,54,CreateCreature,BDDAGF32,cre,1
BDCUT42.BCS,55,CreateCreature,BDDAGF31,cre,1
BDCUT42.BCS,56,CreateCreature,BDSTONEH,cre,1
BDCUT42.BCS,58,CreateCreature,BDDAGF31,cre,1
BDCUT42.BCS,59,CreateCreature,BDDANIN2,cre,1
BDCUT42.BCS,60,CreateCreature,BDDAGF32,cre,1
BDCUT42.BCS,61,CreateCreature,BDFIST30,cre,1
BDCUT42.BCS,62,CreateCreature,BDFISTX3,cre,1
BDCUT42.BCS,63,CreateCreature,BDFIST30,cre,1
BDCUT42.BCS,64,CreateCreature,BDFIST30,cre,1
BDCUT42.BCS,65,CreateCreature,BDFIST32,cre,1
BDCUT42.BCS,66,CreateCreature,BDFIST30,cre,1
BDCUT42.BCS,67,CreateCreature,BDMIZHE2,cre,1
BDCUT42.BCS,68,CreateCreature,BDFIST32,cre,1
BDCUT42.BCS,69,CreateCreature,BDFIST31,cre,1
BDCUT42.BCS,70,CreateCreature,BDFIST30,cre,1
BDCUT42.BCS,71,CreateCreature,BDFIST30,cre,1
BDCUT42.BCS,72,CreateCreature,BDFIST32,cre,1
BDCUT42.BCS,73,CreateCreature,BDWTRX3,cre,1
BDCUT42.BCS,74,CreateCreature,BDWTR30,cre,1
BDCUT42.BCS,75,CreateCreature,BDWTR30,cre,1
BDCUT42.BCS,76,CreateCreature,BDWTR31,cre,1
BDCUT42.BCS,77,CreateCreature,BDWTR31,cre,1
BDCUT42.BCS,78,CreateCreature,BDWTR32,cre,1
BDCUT42.BCS,79,CreateCreature,BDHALAS2,cre,1
BDCUT42.BCS,80,CreateCreature,BDWTR32,cre,1
BDCUT42.BCS,81,CreateCreature,BDWTR32,cre,1
BDCUT42.BCS,82,CreateCreature,BDWTR31,cre,1
BDCUT42.BCS,83,CreateCreature,BDWTR31,cre,1
BDCUT42.BCS,84,CreateCreature,BDWTR31,cre,1
BDCUT42.BCS,85,CreateCreature,BDWTR31,cre,1
BDCUT42.BCS,129,CreateCreature,BDCRUE41,cre,1
BDCUT42.BCS,130,CreateCreature,BDCRUE46,cre,1
BDCUT42.BCS,141,CreateCreature,BDMUNSC2,cre,1
BDCUT42.BCS,153,CreateCreature,BDKHARM2,cre,1
BDCUT42.BCS,164,CreateCreature,BDCRUE41,cre,1
BDCUT42.BCS,165,CreateCreature,BDCRUE43,cre,1
BDCUT42.BCS,166,CreateCreature,BDCRUS53,cre,1
BDCUT42.BCS,167,CreateCreature,BDCRUS54,cre,1
BDCUT42.BCS,168,CreateCreature,BDCRUS48,cre,1
BDCUT42.BCS,169,CreateCreature,BDCRUS49,cre,1
BDCUT42.BCS,180,CreateCreature,BDCRUW43,cre,1
BDCUT42.BCS,181,CreateCreature,BDCRUC48,cre,1
BDCUT42.BCS,182,CreateCreature,BDCRUW44,cre,1
BDCUT42.BCS,193,CreateCreature,BDHORMO2,cre,1
BDCUT42.BCS,275,CreateCreature,BDSORAL2,cre,1
BDCUT42.BCS,277,CreateCreature,BDPETSG2,cre,1
BDCUT42.BCS,287,CreateCreature,BDDOSIA2,cre,1
BDCUT42.BCS,296,CreateCreature,BDHELVD2,cre,1
BDCUT42.BCS,314,CreateCreature,BDSTRUN2,cre,1
BDCUT42.BCS,315,CreateCreature,BDWELEDS,cre,1
BDCUT42.BCS,316,CreateCreature,BDWELEDS,cre,1
BDCUT42.BCS,326,CreateCreature,BDWELEDG,cre,1
BDCUT42.BCS,327,CreateCreature,BDWELEDG,cre,1
BDCUT42.BCS,336,CreateCreature,BDMURS2,cre,1
BDCUT42.BCS,337,CreateCreature,BDOGREDS,cre,1
BDCUT42.BCS,338,CreateCreature,BDOGREDS,cre,1
BDCUT42.BCS,348,CreateCreature,BDSLUG2,cre,1
BDCUT42.BCS,358,CreateCreature,BDJULAN2,cre,1
BDCUT42.BCS,359,CreateCreature,BDRIGAH2,cre,1
BDCUT42.BCS,374,CreateCreature,CUTSPY,cre,1
BDCUT42.BCS,375,CreateCreature,CUTSPY2,cre,1
BDCUT43.BCS,17,CreateCreature,CUTSPY,cre,1
BDCUT43.BCS,19,CreateCreature,BDPHOSSE,cre,1
BDCUT43.BCS,110,CreateCreature,BDDAGOFF,cre,1
BDCUT43.BCS,111,CreateCreature,BDWTRX37,cre,1
BDCUT43.BCS,112,CreateCreature,BDWTR39,cre,1
BDCUT43.BCS,113,CreateCreature,BDWTR37,cre,1
BDCUT43.BCS,114,CreateCreature,BDFIST35,cre,1
BDCUT43.BCS,115,CreateCreature,BDWTR35,cre,1
BDCUT43.BCS,116,CreateCreature,BDWTR38,cre,1
BDCUT43.BCS,117,CreateCreature,BDWTR35,cre,1
BDCUT43.BCS,118,CreateCreature,BDWTR36,cre,1
BDCUT43.BCS,119,CreateCreature,BDWTRX36,cre,1
BDCUT43.BCS,120,CreateCreature,BDDAGF37,cre,1
BDCUT43.BCS,121,CreateCreature,BDFIST35,cre,1
BDCUT43.BCS,122,CreateCreature,BDWTR38,cre,1
BDCUT43.BCS,123,CreateCreature,BDFIST36,cre,1
BDCUT43.BCS,124,CreateCreature,BDWTR37,cre,1
BDCUT43.BCS,125,CreateCreature,BDDAGF38,cre,1
BDCUT43.BCS,126,CreateCreature,BDFISX35,cre,1
BDCUT43.BCS,127,CreateCreature,BDFIST38,cre,1
BDCUT43.BCS,128,CreateCreature,BDWTR35,cre,1
BDCUT43.BCS,129,CreateCreature,BDDAGF35,cre,1
BDCUT43.BCS,130,CreateCreature,BDDAGF36,cre,1
BDCUT43.BCS,131,CreateCreature,BDDAGF37,cre,1
BDCUT43.BCS,132,CreateCreature,BDDAGF38,cre,1
BDCUT43.BCS,133,CreateCreature,BDDAGF35,cre,1
BDCUT43.BCS,134,CreateCreature,BDDAGF36,cre,1
BDCUT43.BCS,135,CreateCreature,BDFIST35,cre,1
BDCUT43.BCS,136,CreateCreature,BDDAGF37,cre,1
BDCUT43.BCS,137,CreateCreature,BDFIST38,cre,1
BDCUT43.BCS,138,CreateCreature,BDFIST35,cre,1
BDCUT43.BCS,140,CreateCreature,BDDAGF35,cre,1
BDCUT43.BCS,142,CreateCreature,BDFIST36,cre,1
BDCUT43.BCS,144,CreateCreature,BDFISX35,cre,1
BDCUT43.BCS,146,CreateCreature,BDWTR35,cre,1
BDCUT43.BCS,148,CreateCreature,BDFIST37,cre,1
BDCUT45.BCS,7,CreateCreature,BDCAELAR,cre,1
BDCUT45.BCS,8,CreateCreature,BDHEPHER,cre,1
BDCUT45A.BCS,51,CreateCreature,BDCRUE50,cre,1
BDCUT45A.BCS,52,CreateCreature,BDCRUE53,cre,1
BDCUT45A.BCS,53,CreateCreature,BDLIEUTG,cre,1
BDCUT45A.BCS,54,CreateCreature,BDLIEUTC,cre,1
BDCUT45A.BCS,55,CreateCreature,BDLIEUTE,cre,1
BDCUT45A.BCS,57,CreateCreature,BDLIEUTA,cre,1
BDCUT45A.BCS,58,CreateCreature,BDCRUE52,cre,1
BDCUT45A.BCS,59,CreateCreature,BDCRUE55,cre,1
BDCUT45A.BCS,60,CreateCreature,BDLIEUTD,cre,1
BDCUT45A.BCS,64,CreateCreature,BDCRUE51,cre,1
BDCUT45A.BCS,65,CreateCreature,BDCRUE54,cre,1
BDCUT45A.BCS,66,CreateCreature,BDLIEUTB,cre,1
BDCUT45A.BCS,67,CreateCreature,BDLIEUTF,cre,1
BDCUT50.BCS,6,CreateCreature,BDLEMURD,cre,1
BDCUT50.BCS,7,CreateCreature,BDLEMURD,cre,1
BDCUT50.BCS,8,CreateCreature,BDLEMURD,cre,1
BDCUT50.BCS,9,CreateCreature,BDLEMURD,cre,1
BDCUT50.BCS,11,CreateCreature,BDCRUE50,cre,1
BDCUT50.BCS,12,CreateCreature,BDPREMAT,cre,1
BDCUT50.BCS,13,CreateCreature,BDLEMURE,cre,1
BDCUT50.BCS,14,CreateCreature,BDCRUE52,cre,1
BDCUT50.BCS,15,CreateCreature,BDCAELAR,cre,1
BDCUT50.BCS,16,CreateCreature,BDIMP,cre,1
BDCUT50.BCS,25,CreateCreature,CUTSPY,cre,1
BDCUT50.BCS,61,CreateCreature,BDIMP,cre,1
BDCUT57.BCS,30,CreateCreature,BDTARGET,cre,1
BDCUT57.BCS,37,CreateCreature,CUTSPY,cre,1
BDCUT58.BCS,235,CreateCreature,BDCAELAR,cre,1
BDCUT58.BCS,236,CreateCreature,BDCUTID2,cre,1
BDCUT58.BCS,237,CreateCreature,CUTSPY,cre,1
BDCUT58.BCS,238,CreateCreature,BDAUN2,cre,1
BDCUT58.BCS,251,CreateCreature,BDCUTID2,cre,1
BDCUT58.BCS,252,CreateCreature,CUTSPY,cre,1
BDCUT58.BCS,253,CreateCreature,BDAUN2,cre,1
BDCUT59B.BCS,17,CreateCreature,BDWTR80,cre,1
BDCUT59B.BCS,18,CreateCreature,BDFIST82,cre,1
BDCUT59B.BCS,19,CreateCreature,BDWTR81,cre,1
BDCUT59B.BCS,20,CreateCreature,BDFIST80,cre,1
BDCUT59B.BCS,21,CreateCreature,BDWTR80,cre,1
BDCUT59B.BCS,22,CreateCreature,BDWTR82,cre,1
BDCUT59B.BCS,23,CreateCreature,BDMEL,cre,1
BDCUT59B.BCS,24,CreateCreature,BDDELANC,cre,1
BDCUT59B.BCS,25,CreateCreature,BDBENCE,cre,1
BDCUT59B.BCS,26,CreateCreature,BDFIST81,cre,1
BDCUT59B.BCS,27,CreateCreature,BDWTR83,cre,1
BDCUT59B.BCS,28,CreateCreature,BDFIST81,cre,1
BDCUT59B.BCS,29,CreateCreature,BDWTR83,cre,1
BDCUT59B.BCS,30,CreateCreature,BDWTR81,cre,1
BDCUT59B.BCS,31,CreateCreature,BDFIST82,cre,1
BDCUT59B.BCS,32,CreateCreature,BDWTR82,cre,1
BDCUT59B.BCS,33,CreateCreature,BDFIST80,cre,1
BDCUT59B.BCS,34,CreateCreature,BDDAZZO,cre,1
BDCUT59B.BCS,35,CreateCreature,BDWTR80,cre,1
BDCUT59B.BCS,36,CreateCreature,BDFIST80,cre,1
BDCUT59B.BCS,37,CreateCreature,BDFIST82,cre,1
BDCUT59B.BCS,38,CreateCreature,BDWTR80,cre,1
BDCUT59B.BCS,39,CreateCreature,BDWTR83,cre,1
BDCUT59B.BCS,40,CreateCreature,BDWTR80,cre,1
BDCUT59B.BCS,41,CreateCreature,BDWTR81,cre,1
BDCUT59B.BCS,49,CreateCreature,BDAUN2,cre,1
BDCUT59B.BCS,57,CreateCreature,BDRAYPHU,cre,1
BDCUT59B.BCS,67,CreateCreature,BDPFAUG,cre,1
BDCUT59B.BCS,77,CreateCreature,BDBELEGA,cre,1
BDCUT59B.BCS,87,CreateCreature,BDPHOSSE,cre,1
BDCUT59B.BCS,97,CreateCreature,BDANDRUS,cre,1
BDCUT59B.BCS,107,CreateCreature,BDDOSIA2,cre,1
BDCUT59B.BCS,117,CreateCreature,BDDARNAS,cre,1
BDCUT59B.BCS,118,CreateCreature,BDCRVAL,cre,1
BDCUT59B.BCS,129,CreateCreature,BDDARNAS,cre,1
BDCUT60.BCS,47,CreateCreature,BDCUTID,cre,1
BDCUT60A.BCS,97,CreateCreature,BDBENCE,cre,1
BDCUT60A.BCS,100,CreateCreature,BDFIST30,cre,1
BDCUT60A.BCS,103,CreateCreature,BDFIST31,cre,1
BDCUT60A.BCS,106,CreateCreature,BDFISTX3,cre,1
BDCUT60B.BCS,14,CreateCreature,BDDELANC,cre,1
BDCUT60B.BCS,17,CreateCreature,BDFIST36,cre,1
BDCUT60B.BCS,20,CreateCreature,BDFIST37,cre,1
BDCUT60B.BCS,23,CreateCreature,BDFIST38,cre,1
BDCUT60B.BCS,26,CreateCreature,BDFIST30,cre,1
BDCUT60B.BCS,29,CreateCreature,BDFIST31,cre,1
BDCUT60B.BCS,32,CreateCreature,BDFIST36,cre,1
BDCUT60B.BCS,35,CreateCreature,BDFIST37,cre,1
BDCUT60B.BCS,38,CreateCreature,BDIRENI,cre,1
BDCUT60B.BCS,42,CreateCreature,BDFIST38,cre,1
BDCUT60X.BCS,16,CreateCreature,BDSKIE,cre,1
BDCUT60X.BCS,17,CreateCreature,BDIRENI,cre,1
BDCUT60X.BCS,24,CreateCreature,CUTSPY,cre,1
BDCUT61A.BCS,6,CreateCreatureImpassable,BDHALBAZ,cre,1
BDCUT61A.BCS,14,CreateCreature,CUTSPY,cre,1
BDCUT61A.BCS,15,CreateCreature,CUTSPY,cre,1
BDCUT61A.BCS,39,CreateCreatureImpassable,BDIMOITM,cre,1
BDCUT61T.BCS,90,CreateCreatureImpassable,BDFISTCC,cre,1
BDCUT62.BCS,69,CreateCreature,BDREFUGE,cre,1
BDCUT62.BCS,70,CreateCreature,BDREFGM2,cre,1
BDCUT62.BCS,71,CreateCreature,BDCLARA,cre,1
BDCUT62.BCS,72,CreateCreature,BDREFGF1,cre,1
BDCUT62.BCS,73,CreateCreature,BDREFGF2,cre,1
BDCUT62.BCS,75,CreateCreature,BDFISTCC,cre,1
BDCUT62.BCS,77,CreateCreature,BDFISTCE,cre,1
BDCUT64.BCS,22,CreateCreatureImpassable,BDFFSIT2,cre,1
BDCUT64.BCS,69,CreateCreature,BDMERCZ,cre,1
BDCUT64.BCS,103,CreateCreature,BDFISTCC,cre,1
BDCUT64.BCS,105,CreateCreature,BDFISTCE,cre,1
BDCUT64.BCS,107,CreateCreature,BDFISTCD,cre,1
BDCUT64.BCS,109,CreateCreature,BDFISTCF,cre,1
BDCUT64.BCS,145,CreateCreature,BDBELT,cre,1
BDCUT64.BCS,147,CreateCreature,BDFF1709,cre,1
BDCUTGL1.BCS,6,CreateCreature,CUTSPY,cre,1
BDDDD1A.BCS,25,CreateCreature,BDCCSAR,cre,1
BDDDD1A.BCS,28,CreateCreature,BDCCIRE,cre,1
BDDDD1AA.BCS,23,CreateCreature,BDCCIRE,cre,1
BDDDD1AA.BCS,24,CreateCreature,BDCCWOM,cre,1
BDDDD1AA.BCS,25,CreateCreature,BDCCGIRL,cre,1
BDDDD1AA.BCS,26,CreateCreature,BDCCPEA,cre,1
BDDDD1AB.BCS,8,CreateCreature,BDCCSAR,cre,1
BDDDD2A.BCS,26,CreateCreature,BDCCIMO,cre,1
BDDDD2A.BCS,28,CreateCreature,GORION,cre,1
BDDDD2A.BCS,29,CreateCreature,BDCCIRE,cre,1
BDDDD2A.BCS,30,CreateCreature,BDSERV,cre,1
BDDDD2B.BCS,33,CreateCreature,BDCCIMO,cre,1
BDDDD2B.BCS,35,CreateCreature,BDCCIRE,cre,1
BDDDD3A.BCS,25,CreateCreature,BDCCIRE,cre,1
BDDDD3A.BCS,26,CreateCreature,BDCCCOR,cre,1
BDDDD3A.BCS,27,CreateCreature,BDCCROH,cre,1
BDDDD4A.BCS,25,CreateCreature,BDCCIRE,cre,1
BDDDD4A.BCS,26,CreateCreature,BDCCCAE,cre,1
BDDDD4A.BCS,28,CreateCreature,BDAUN,cre,1
BDDDD4B.BCS,23,CreateCreature,BDCCCAE,cre,1
BDDEBUG.BCS,88,CreateCreatureObject,CORWIN7,cre,1
BDDEBUG.BCS,90,CreateCreatureObject,GLINT7,cre,1
BDDEBUG.BCS,100,CreateCreatureObject,VOGHIL7,cre,1
BDDELANC.BCS,20,CreateCreature,CUTSPY,cre,1
BDDELEND.BCS,32,CreateCreature,BDBARTLE,cre,1
BDDLTRAN.BCS,6,CreateCreature,CUTSPY,cre,1
BDDMSPWN.BCS,11,CreateCreature,BDHALAT2,cre,1
BDDMSPWN.BCS,12,CreateCreature,BDDM07,cre,1
BDDMSPWN.BCS,13,CreateCreature,BDDM08,cre,1
BDDMSPWN.BCS,14,CreateCreature,BDDM09,cre,1
BDDMSPWN.BCS,27,CreateCreature,BDDM07,cre,1
BDDMSPWN.BCS,28,CreateCreature,BDDM08,cre,1
BDDMSPWN.BCS,29,CreateCreature,BDDM09,cre,1
BDDOOR30.BCS,8,CreateCreature,BDDAUSTO,cre,1
BDDOOR30.BCS,9,CreateCreature,BDFFXXII,cre,1
BDDOOR30.BCS,16,CreateCreature,CUTSPY,cre,1
BDDOOR30.BCS,49,CreateCreature,BDFFXXII,cre,1
BDDOORAV.BCS,11,CreateCreature,BDTHRIX,cre,1
BDDRAGSP.BCS,17,CreateCreature,BDHALATA,cre,1
BDDSGAT1.BCS,9,CreateCreature,CUTSPY,cre,1
BDDSGAT1.BCS,70,CreateCreature,BDHELDMO,cre,1
BDDSGAT1.BCS,71,CreateCreatureImpassable,CUTSPY,cre,1
BDDSGAT1.BCS,94,CreateCreature,CUTSPY,cre,1
BDDSGAT2.BCS,32,CreateCreature,CUTSPY,cre,1
BDDSGAT2.BCS,33,CreateCreature,CUTSPY2,cre,1
BDDSGAT2.BCS,35,CreateCreature,BDCUTID,cre,1
BDDSGAT2.BCS,38,CreateCreatureImpassable,BDCAELAR,cre,1
BDDSPENS.BCS,22,CreateCreature,CUTSPY,cre,1
BDEXDUEL.BCS,22,CreateCreature,BDASHA05,cre,1
BDEXDUEL.BCS,23,CreateCreature,BDASHA02,cre,1
BDEXDUEL.BCS,24,CreateCreature,BDASHA04,cre,1
BDEXDUEL.BCS,25,CreateCreature,BDASHA06,cre,1
BDEXDUEL.BCS,26,CreateCreature,BDASHA01,cre,1
BDEXDUEL.BCS,27,CreateCreature,BDASHA03,cre,1
BDEXDUEL.BCS,28,CreateCreature,BDASHATI,cre,1
BDEXDUEL.BCS,69,CreateCreature,BDASHA02,cre,1
BDEXDUEL.BCS,70,CreateCreature,BDASHA05,cre,1
BDEXDUEL.BCS,71,CreateCreature,BDASHA01,cre,1
BDEXDUEL.BCS,72,CreateCreature,BDASHA06,cre,1
BDEXDUEL.BCS,73,CreateCreature,BDASHA04,cre,1
BDEXDUEL.BCS,74,CreateCreature,BDASHA03,cre,1
BDEXDUEL.BCS,75,CreateCreature,BDASHATI,cre,1
BDEYE5.BCS,13,CreateCreature,BDBWOOSH,cre,1
BDEYE5.BCS,31,CreateCreature,BDBWOOSH,cre,1
BDFUGUE.BCS,51,CreateCreature,BDGHOSTF,cre,1
BDFUGUE.BCS,54,CreateCreature,BDGHOSTF,cre,1
BDFUGUE.BCS,57,CreateCreature,BDSOTUK,cre,1
BDFUGUE.BCS,60,CreateCreature,BDLITLA,cre,1
BDFUGUE.BCS,63,CreateCreature,BDWORIS,cre,1
BDHELLBR.BCS,8,CreateCreature,BDCUTID2,cre,1
BDHELP.BCS,6,CreateCreatureObjectOffset,BDCUTID,cre,1
BDHELP.BCS,10,CreateCreatureObjectOffset,BDCUTID,cre,1
BDHELP.BCS,14,CreateCreatureObjectOffset,BDCUTID,cre,1
BDHELP.BCS,18,CreateCreatureObjectOffset,BDCUTID,cre,1
BDHELP.BCS,22,CreateCreatureObjectOffset,BDCUTID,cre,1
BDHELP.BCS,26,CreateCreatureObjectOffset,BDCUTID,cre,1
BDHELP.BCS,30,CreateCreatureObjectOffset,BDCUTID,cre,1
BDILLARU.BCS,32,CreateCreatureObjectOffset,BDIMP,cre,1
BDILLARU.BCS,42,CreateCreatureObjectOffset,BDIMP,cre,1
BDILLARU.BCS,52,CreateCreatureObjectOffset,BDIMP,cre,1
BDILLARU.BCS,62,CreateCreatureObjectOffset,BDIMP,cre,1
BDILLARU.BCS,72,CreateCreatureObjectOffset,BDLEMURE,cre,1
BDILLARU.BCS,82,CreateCreatureObjectOffset,BDLEMURE,cre,1
BDILLARU.BCS,92,CreateCreatureObjectOffset,BDLEMURE,cre,1
BDILLARU.BCS,102,CreateCreatureObjectOffset,BDLEMURE,cre,1
BDINTRO.BCS,527,CreateCreature,SAFANA7,cre,1
BDINTRO.BCS,567,CreateCreature,CUTSPY,cre,1
BDINTRO.BCS,598,CreateCreature,CUTSPY,cre,1
BDINTRO.BCS,621,CreateCreature,CUTSPY,cre,1
BDINTRO.BCS,652,CreateCreature,CUTSPY,cre,1
BDKHERR.BCS,30,CreateCreature,BDHALAT,cre,1
BDKHERR.BCS,37,CreateCreatureObject,BDHALAT,cre,1
BDKORLAS.BCS,13,CreateCreature,CUTSPY,cre,1
BDMURS.BCS,29,CreateCreature,CUTSPY,cre,1
BDMURS.BCS,42,CreateCreature,CUTSPY,cre,1
BDMURS.BCS,55,CreateCreature,CUTSPY,cre,1
BDMURS.BCS,68,CreateCreature,CUTSPY,cre,1
BDMURS.BCS,81,CreateCreature,CUTSPY,cre,1
BDMURS.BCS,94,CreateCreature,CUTSPY,cre,1
BDNOREST.BCS,7,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,8,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,9,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,10,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,11,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,12,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,13,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,14,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,15,CreateCreatureObject,RAT2,cre,1
BDNOREST.BCS,32,CreateCreatureObject,BDMUGG1,cre,1
BDNOREST.BCS,33,CreateCreatureObject,BDMUGG2,cre,1
BDNOREST.BCS,34,CreateCreatureObject,BDMUGG3,cre,1
BDNOREST.BCS,49,CreateCreatureObject,BDMUGG1,cre,1
BDNOREST.BCS,50,CreateCreatureObject,BDMUGG2,cre,1
BDNOREST.BCS,51,CreateCreatureObject,BDMUGG3,cre,1
BDNOREST.BCS,65,CreateCreatureObject,BDTHUG06,cre,1
BDNUBER.BCS,9,CreateCreatureObject,BDNUBER1,cre,1
BDNUBER.BCS,20,CreateCreatureObject,BDNUBER2,cre,1
BDPETCUT.BCS,10,CreateCreature,CUTSPY,cre,1
BDPHY01.BCS,21,CreateCreatureObject,BDSDDD13,cre,1
BDPILL01.BCS,34,CreateCreature,BDMEPI01,cre,1
BDPILL01.BCS,35,CreateCreature,BDMEPI01,cre,1
BDPILL01.BCS,36,CreateCreature,BDMEPI01,cre,1
